timestamp_utc	dataset	partition	run_id	status
2026-06-02T21:16:54Z	eastmoney__dividend_main	2008	f85c6805-d8b2-409a-8ea2-6a267d36fad0	success
2026-06-02T21:17:05Z	eastmoney__dividend_main	2009	fbda0e22-d708-4304-9887-1481e975d98c	success
2026-06-02T21:17:16Z	eastmoney__dividend_main	2010	4f83fbca-4b61-4d28-a37f-4585768bc4c1	success
2026-06-02T21:17:27Z	eastmoney__dividend_main	2011	0d8697d6-e944-48ee-ac19-8fb28492e95f	success
2026-06-02T21:17:38Z	eastmoney__dividend_main	2012	a7bb3966-a2d5-42bc-8f29-e2603af266cd	success
2026-06-02T21:17:49Z	eastmoney__dividend_main	2013	4ba77615-92eb-430b-8ef2-ab99588741cf	success
2026-06-02T21:18:00Z	eastmoney__dividend_main	2014	cb61f73e-dde8-46bd-99fc-eea103608044	success
2026-06-02T21:18:11Z	eastmoney__dividend_main	2015	fffae78a-44b9-450d-9167-e55a703ad76b	success
2026-06-02T21:18:22Z	eastmoney__dividend_main	2016	ca922084-f2a2-4799-8787-a71ab30406a3	success
2026-06-02T21:18:32Z	eastmoney__dividend_main	2017	5ec503c8-f064-496c-a8f1-d69074752830	success
2026-06-02T21:18:43Z	eastmoney__dividend_main	2018	a165ea34-ea61-45bb-9c3b-2f3d93289b4b	success
2026-06-02T21:18:54Z	eastmoney__dividend_main	2019	20124239-81a0-49c3-b308-5391bd0d9627	success
2026-06-02T21:19:05Z	eastmoney__dividend_main	2020	3e919ba8-3aa1-462a-b53e-fbceb62fbaf2	success
2026-06-02T21:19:16Z	eastmoney__dividend_main	2021	4777d97c-ef84-4352-87a6-c2efbbe1efd2	success
2026-06-02T21:19:27Z	eastmoney__dividend_main	2022	64cd90bd-b25d-4916-a86b-88afcb173bac	success
2026-06-02T21:19:38Z	eastmoney__dividend_main	2023	f74832d4-cec0-410c-8b1d-b374346919bf	success
2026-06-02T21:19:49Z	eastmoney__dividend_main	2024	e9f33215-a89b-4265-a8b1-e93c8c9a101b	success
2026-06-02T21:20:00Z	eastmoney__dividend_main	2025	856379cf-19d4-43da-bf01-e3156d55c07f	success
2026-06-02T21:20:11Z	eastmoney__dividend_main	2026	153904cb-8e96-4425-beb3-1df1b792e569	success
